"y"	"x1"	"x2"	"x3"
"1"	207.739614597336	193.858621619326	32.9450060472	46.2665005412221
"2"	208.608038991615	195.067517030705	33.3265443304929	44.862495337746
"3"	209.153049124119	195.489974400367	33.2495501472242	47.0858300000826
"4"	209.628553786364	194.642510744257	33.1069180384077	45.4465327636471
"5"	206.949372543035	194.237703410659	34.6375919179725	48.1518490288143
"6"	208.35689375193	193.766795911976	32.6744608027405	47.9936666378309
"7"	209.905877350387	196.435179054016	34.9886412207678	45.1219958526389
"8"	209.02958304008	195.975928483819	34.5293835795049	45.8665435786449
"9"	210.075936923187	195.549898088661	33.2877723830795	45.6796502246343
"10"	211.314506558825	196.211372679761	34.3005561991378	44.9385098119341
"11"	209.917151143516	195.652001947708	33.960650053867	46.3794445642367
"12"	209.900853065716	195.824152140236	33.5143259519658	46.3717438725439
"13"	209.890605880088	196.514414337608	34.508963058432	46.100103042947
"14"	208.514091470562	195.303877560623	34.3651589210378	46.5572808097857
"15"	209.149996352641	195.181745505599	32.321864911181	44.9866349651086
"16"	209.220194153901	195.34601708032	34.2355037527568	45.5246135246716
"17"	208.76122909373	195.996399451563	34.3601084547797	47.969301132705
"18"	209.634923124492	196.829664453478	34.1558692675766	46.42502076452
"19"	207.758452485602	194.33766859784	32.0060624593723	47.0338818087849
"20"	210.237467263281	195.748441415573	33.0754572181781	46.3996210616443
"21"	209.214728753314	195.710217506605	34.2028285807431	47.0854121131917
"22"	210.532925320461	196.781004490112	35.4575712156845	45.1361800221313
"23"	208.824478945512	194.938630570377	33.1161510364116	46.9315576180318
"24"	209.305151663918	195.839621476606	33.8032402362441	45.0204864889539
"25"	210.714480575571	195.547602431634	34.2985053272039	43.8146774454055
"26"	208.258696552298	194.797593184695	33.4034265535676	47.0908610442867
"27"	211.799266039404	197.404464263112	34.3864641749244	43.6942034183357
"28"	209.364753526721	195.155325522376	32.0732812433508	46.1731784270511
"29"	210.520659672795	197.237732682277	34.9243093619021	45.6726763815126
"30"	210.436263790868	196.241685164438	34.0923899927663	45.8237914056764
"31"	211.16852339526	196.878635780246	34.7480057971333	45.9952427015008
"32"	210.800902562541	196.292171711852	33.853789780171	46.6092264044949
"33"	209.75994781711	195.271375644429	32.3467185042441	45.3868549880739
